"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23007759","Vermilion Lakes","8314","River Road","A","V1","2023-08-24","","2023-08-26","","53","53","799000.00","799000.00","","","3100.00","3","3","1","11 - 15 Years","134 X 450","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","Maria Phares","","Abbeville","LA","70510","","Vermilion","","LOT 6 VERMILION LAKES S/D IN IRREG SEC 40 T      12 R 3 E (1.710 AC) 206-3218-4815      IMP","","3% -$150","Y","6","",""
"23006982","Ko-Ko-Mo","Tbd","Gilbert","A","L2","2023-07-28","","2023-08-02","","82","82","249900.00","249900.00","","","1528.00","3","2","","Proposed Constructio","125X200","Residential","DS","","0.51 - 0.99","","Evolve Realty, LLC (l001367)","Latonia Riggs","","Opelousas","LA","70570","","St Landry","","LOT 10 (125X200) (.574 AC)  SOUTH KO KO MO SUBDIV 1221372 (PRICE INCLUDES 0105245500P)","","2.5 %-$150","N","010","",""
"23006104","Wind Rose","147","Wild Rose","A","O","2023-07-10","","2023-07-10","","100","100","265000.00","260000.00","","","1494.00","3","2","","11 - 15 Years","55x104","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Dustin Phillips","","Youngsville","LA","70592","","Lafayette","","LOT 24 WIND ROSE ESTATES (74.44X104.59X50X79.45)","","2.5 %- 150","N","24","",""
"23004940","Shane Frey","530","Mcmillan","A","A1","2023-06-07","","2023-06-07","","133","133","349000.00","349000.00","","","2800.00","5","3","1","11 - 15 Years","2 lots each 0.69 acres","Residential","DS","","1 - 2.99","","RE/MAX Rice Realty (l001103)","Jerrod Prather","","Iota","LA","70543","","Acadia","","'LOT 7 & 8 SHANE FREY SUBDIVISION IN SEC 29 T8-1W","","2%","N","7-8","",""
"23008700","None","1009","Elmay","A","M2","2023-09-21","","2023-09-22","","27","27","150000.00","145000.00","","","1800.00","3","2","","11 - 15 Years","Irregular","Residential","MM","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Justin Thibodeaux","","St. Martinville","LA","70582","","St Martin","","0.54 AC: BEING LOT 7-B LOCATED IN LITTLE ACRES SUB. PHASE II PER PLAT OF SURVEY #424117COB: 990-066-231303 1535-558-","","2.5%","N","7-B","",""
"23007132","Avery Meadows","402","Stockbridge","A","K","2023-08-07","","2023-08-07","","72","72","227105.00","227105.00","","","1613.00","3","2","","Under Construction","50X125","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Duson","LA","70529","","Lafayette","","Avery Meadows - Located in Sect.14; T10S,R3E Lafayette Parish, Louisiana","","3%","N","97","",""
"23006641","West End Hgts","629","Cedar Crest","A","G3","2023-07-24","","2023-07-24","","86","86","163000.00","158000.00","","","990.00","2","1","0","51 - 75 Years","63 x 125","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Dawn Williams-Deare","","Lafayette","LA","70501","","Lafayette","","LOTS 31 & 32 & N 1/2 LOT 30 BLK 8 WEST END HTS SUB","","2.5%","N","31 & 32","",""
"22006778","Regina Farms","1207","Marteau","A","P","2022-07-19","","2023-08-10","","362","362","215000.00","165000.00","","","2275.00","3","2","","41 - 50 Years","121.9X350","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Stacy Johnston","","Youngsville","LA","70592","","Lafayette","","LOT 8 REGINA FARMS","","3","N","08","",""
"22005901","None","13161","Isaac","A","V3","2022-06-22","","2022-06-23","","483","483","570000.00","425000.00","","","2829.00","8","6","1","11 - 15 Years","1.905 acres+-","Residential","DS","","1 - 2.99","","Sunrise Realty LLC (l001078)","James Noel Jr.","","Abbeville","LA","70510","","Vermilion","","1.905 AC IN NE POR OF SEC 18 T 14 R 3 E TR 4-A-5 2014004903 IMP","","3% - $200","N","N/A","",""
"23008084","Grand Pointe","118","Thames","A","N","2023-09-02","","2023-09-05","","46","290","489900.00","478900.00","","","2425.00","4","2","1","New","56 x 122","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Misti Darby","","Lafayette","LA","70508","","Lafayette","","LOT 250 GRAND POINTE SUBD PH4","","2.5%-$150","N","250","",""
"23006672","None","128","Prince","A","Rapides","2023-07-25","","2023-10-09","","76","76","31500.00","25000.00","","","1044.00","3","1","","51 - 75 Years","5275.937","Residential","DS","","0 - 0.5","","Sky Universal Realty LLC (l001194)","Kevin Davis","","Pineville","LA","71360","","Rapides","","---LOT 4, SQ. 3, RYAN SUBD # 2  ---(CB 1228-98 SPURLOCK)(CB 1572-505 ORD # 1229-99;  ANNEXATION)(CB 1564-125 SHERIF","","2.5","N","4","",""
"23006020","Villa Hernandez","103","Cabildo","A","G3","2023-07-07","","2023-07-07","","103","103","335000.00","285000.00","","","3188.00","4","3","","41 - 50 Years","80x112","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Jan Terhune","","Lafayette","LA","70506","","Lafayette","","LOT 54, VILLA HERNANDEZ SUBDIVISION","","2.5%","N","54","Lana Soileau",""
"23008732","Crowne Parc","239","Crowne Parc","A","L2","2023-09-24","","2023-09-25","","24","24","242500.00","242500.00","","","1706.00","4","2","","Under Construction","50x115","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Robert Hillard","","Opelousas","LA","70570","","St Landry","","lot 87 Crowne Parc Sub 50x115","","3%","N","87","",""
"22009928","Charleston Village","112","Sanctuary","A","N","2022-10-21","","2022-10-24","","362","362","429900.00","420000.00","","","2131.00","4","3","","New","150.90x65.03x107.34xirreg","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Laurie Huff","","Lafayette","LA","70503","","Lafayette","","LOT 32 CHARLESTON VILLAGE","","2.5%-$150","N","32","",""
"23008074","None","2916","Romero","A","I3","2023-09-03","","2023-09-03","","45","45","1050000.00","939000.00","","","2837.00","5","4","","11 - 15 Years","IRR","Residential","DS","","11 - 19.99","","On Point Realty (l001392)","Cheryl Beaver","","Youngsville","LA","70592","","Iberia","","3.19 AC... ROMERO HEIRS, HEDGE ETAL, ROMERO RD, HEDGE ETAL LOCATED IN","","See RR","N","NONE","",""
"23006900","Acadiana Plaza","105","Bryan","A","G3","2023-07-31","","2023-08-01","","79","79","220950.00","210000.00","","","1556.00","3","2","","21 - 30 Years","50X100","Residential","DS","","0 - 0.5","","New Era Realty, LLC (l001329)","Michaela Duhon","","Lafayette","LA","70506","","Lafayette","","LOT 30 ACADIANA PLAZA SUB (50X100)","","2.5% - $150","N","30","",""
"23009029","None","1815","Main","A","M2","2023-10-05","","2023-10-05","","13","13","210000.00","210000.00","","","1583.00","3","2","","51 - 75 Years","87X837","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Krystal Jones","","St. Martinville","LA","70582","","St Martin","","LOT: 87.5' FRONT ON HWY. 31 ALBERT, HWY. 31, LASSEIGNE, ML&T R.R.COB:","","2.5%","N","0","",""
"22008920","None","616","Dejean, Hwy 103 Highway","A","L2","2022-09-16","","2023-10-10","","394","394","4950000.00","4950000.00","","","4665.00","6","4","1","76+ Years","+/- 58 Acres","Residential","DS","","50 - 99.99","","Latter & Blum (l000050)","Kimberly Lafleur","","Washington","LA","70589","","St Landry","","See Realtor Remarks","","2.5","N","0","",""
"23005370","Whittington Pk","201","Edgewood","A","G2","2023-06-19","","2023-07-10","","100","100","350000.00","350000.00","","","3939.00","4","4","1","51 - 75 Years","as per plat","Residential","DS","","0.51 - 0.99","","Keaty Real Estate Team (l000932)","Michele Ezell","","Lafayette","LA","70503","","Lafayette","","S E 30 FT OF LOT 15 A N W 90 FT OF LOT 17 A BLK C LOT 16 A WHITTINGTON","","3%-150","N","001","",""
"23009234","Benson Grove","109","Benson Grove","A","P","2023-10-11","","2023-10-11","","7","7","340279.00","340279.00","","","1916.00","3","2","","Under Construction","60x120.02","Residential","DS","","0 - 0.5","","Keller Williams Realty Red Stick Partners (l001125)","Jennifer Waguespack","","Youngsville","LA","70592","","Lafayette","","Lot 67 of Benson Grove","","2.25","N","67","",""
"23008701","O Comeaux","927","Patricia","A","A2","2023-09-22","","2023-09-22","","26","26","164500.00","159900.00","","","1350.00","3","1","","31 - 40 Years","66.67 x 116.65","Residential","DS","","0 - 0.5","","A.L.C. Real Estate (l000016)","Amy Gossen","","Rayne","LA","70578","","Acadia","","S 66 2/3' OF W 1/2 LOT 8 IN LOT 5 O. COMEAUX S/D","","2.5","N","008","Marianne Dupuis",""
"23004275","None","24372","Front Ridge","A","V3","2023-05-17","","2023-05-17","","154","154","125000.00","120000.00","","","840.00","2","2","","11 - 15 Years","75 x 265","Residential","DS","","0 - 0.5","","1 Percent Lists Acadiana (l001374)","Shannon LeBlanc","","Kaplan","LA","70548","","Vermilion","",".487 AC IN SEC 9 T 16 R 1 E TRACT 5C PLAT","","2.5%","N","NA","",""
"21010395","Audubon Plantation","101","Birdwatch","A","N","2021-11-09","","2023-01-03","","664","664","1200000.00","1099000.00","","","4210.00","4","4","","4 - 5 Years","90x250","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Lafayette","LA","70508","","Lafayette","","LOT 44 AUDUBON PLANTATION SUBD PH 2","","2.5%","N","44","Charles Ilonya",""
"23003942","West Village","304","Sandstone","A","E","2023-05-04","","2023-05-08","","167","167","339900.00","339900.00","","","1518.00","3","3","","New","25.5 x 115","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Hailey Daigle Genin","","Scott","LA","70583","","Lafayette","","Lot R-81 West Village Development Phase 1","","2.5%-150","N","R-81","Anna-Corinne Mahtook",""
"23005372","Acadian Acres Mhp","300","Vancouver","A","D","2023-06-19","","2023-07-11","","99","99","195000.00","195000.00","","","1480.00","3","1","1","41 - 50 Years","90x125","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Michele Ezell","","Lafayette","LA","70507","","Lafayette","","LOT 10 ACADIAN ACRES (91X124.98X91X124.96)","","3%-$150","N","001","",""
"23006561","Greenbriar Ct","110","Wembley","A","G2","2023-07-19","","2023-10-05","","62","62","845000.00","795000.00","","","3672.00","4","3","1","31 - 40 Years","100X130","Residential","DS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Anna Ward","","Lafayette","LA","70503","","Lafayette","","LOT 25 GREENBRIAR COURT SUB (100X130)","","1.5%","N","25","Mohamad Bahlawan",""
"23000076","Cypress Meadows","404","Sunshine Rise","A","O","2023-01-04","","2023-09-01","","287","287","491825.00","491400.00","","","2575.00","4","3","","Under Construction","60X130","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Khristie Gass","","Broussard","LA","70518","","Lafayette","","Lot 447 Cypress Meadows Sub Phase 3-B","","2.5-$250","N","447","",""
"23003816","Miramar","103","Biscayne","A","N","2023-05-05","","2023-05-08","","163","163","340000.00","310000.00","","","2034.00","4","3","","6 - 10 Years","47.17 X 117.46 X 45 X 105.02","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Katelyn Simon","","Lafayette","LA","70508","","Lafayette","","LOT 106 MIRAMAR SUBDIVISION (47.17X117.46X45X105.02)","","2.5% - $150","N","106","",""
"23005824","Deshotels","122","Wagley","A","L2","2023-06-30","","2023-09-26","","93","400","185000.00","170000.00","","","2114.00","4","2","","31 - 40 Years","Irregular","Residential","DS","","3 - 5.99","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Opelousas","LA","70570","","St Landry","","3.3 AC DESHOTEL SUBDIV N STREET S DOUCET E PAVY W LOT 46 IN SEC 50 51 T-6S R-4E 1070722 (RE-DESCRIBED 2012 ACCORDING","","3%","N","046","",""
"23007823","None","214","Oak","A","L2","2023-08-25","","2023-09-01","","47","47","103000.00","80000.00","","","1368.00","3","2","","51 - 75 Years","63.90x136.2","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Amber Doucet","","Church Point","LA","70525","","St Landry","","1 LOT (63.90X136.2) IN SEC 9 T-7S R-3E N TWEEDEL S LEGER E VAUTROT W","","3%-$150","N","000","",""
"23001401","F A Godchaux Addition","211","Second","A","V1","2023-02-20","","2023-03-13","","219","219","274900.00","240000.00","","","2628.00","4","4","","76+ Years","as per plat","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Judith Hagood","","Abbeville","LA","70510","","Vermilion","","LOTS 3, 4 & W 10' OF LOT 5 BLK F F A GODCHAUX ADD BEING TRACT A PLAT","","3%-150","N","3, 4, 5","Marie Lee",""
"23008400","Gournay Memorial Addition","650","Juanita","A","L3","2023-09-14","","2023-09-14","","34","34","150000.00","150000.00","","","1485.00","3","2","","41 - 50 Years","65 x 120","Residential","DS","","0 - 0.5","","RE/MAX Rice Realty (l001103)","Jerrod Prather","","Eunice","LA","70535","","St Landry","","LOT 22 (65X120) BLK B GOURNAY MEMO ADD","","2%","N","022","",""
"23008702","Ambassador Commons","100","Gilded","A","O","2023-09-22","","2023-09-22","","26","26","277840.00","277840.00","","","1925.00","3","2","","Under Construction","60X130","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Broussard","LA","70518","","Lafayette","","AMBASSADOR COMMONS - PHASE 1 SECTION 3, T11S, R5E, LAFAYETTE PARISH, LOUISIANA","","2.5%","N","23","",""
"22010528","Westward Heights","102","Westward","A","F","2022-11-11","","2023-03-22","","273","273","236000.00","220000.00","","","1800.00","3","2","","51 - 75 Years","80 x 125","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","David Wenger","","Scott","LA","70583","","Lafayette","","LOT 67 & S 5 FT LOT 68 WESTWARD HEIGHTS SUB","","2%","N","006","",""
"23007579","Beau Savanne","119","Fillmore","A","K","2023-08-20","","2023-08-20","","59","59","359900.00","359900.00","","","1890.00","4","2","","Under Construction","60x120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Brandon Landry","","Lafayette","LA","70506","","Lafayette","","Lot 162 of Beau Savanne","","2.5% -250","N","162","",""
"23004032","Plaza Village Condos","101","Wilbourn","A","G3","2023-05-10","","2023-06-19","","126","126","115000.00","115000.00","","","1100.00","2","1","1","31 - 40 Years","N/A","Residential","AS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Tuyen La","","Lafayette","LA","70506","810","Lafayette","","UNIT 810 OF BLDG 8 PLAZA VILLAGE CONDOS PHASE II","","2.5","N","081","Nah Senpeng",""
"23006247","Stable View","100","Pixie","A","D","2023-07-13","","2023-07-13","","97","97","264000.00","262000.00","","","1874.00","4","2","","Under Construction","115x58","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Lafayette","LA","70507","","Lafayette","","Stable View Lot 40","","3%","N","40","",""
"23002789","Sugarland Estates","340","Sugarland","A","L1","2023-04-05","","2023-04-05","","196","196","224500.00","224500.00","","","1407.00","3","2","","Under Construction",".371 AC","Residential","DS","","0 - 0.5","","Rhodes Realty, LLC (l001240)","Carl Johnson","","Opelousas","LA","70570","","St Landry","","Lot 7 of Sugarland Estates (.371 AC)","","2%-150","N","7","",""
"23009153","June Park","211","Deerfield","A","F","2023-10-09","","2023-10-09","","9","9","234900.00","234900.00","","","1740.00","3","2","","Under Construction","70x100","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nicole Trumps","","Duson","LA","70529","","Lafayette","","LOT 38 JUNE PARK SUB (70X100)","","2.5%","N","38","",""
"22007491","Beauvoir","20","Gov. Edwards","A","A1","2022-08-08","","2023-03-01","","436","436","585000.00","585000.00","","","5000.00","5","5","","41 - 50 Years","180 x 150","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Fred Arsement","","Crowley","LA","70526","","Acadia","","LOTS 78-79 BEAUVOIR S/D. (2 LOTS - IMP) (B4-5161) (LOT SIZE: 78 SEE P","","3%","Y","78 & 79","Sharon Core",""
"23006292","Royal Gardens","196","Mcbride","A","L2","2023-07-10","","2023-07-18","","92","92","130000.00","120000.00","","","1200.00","3","1","1","41 - 50 Years","100x140","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Natasha Antoine","","Opelousas","LA","70570","","St Landry","","3 LOTS 33 34 & 35 (25X140 EACH) BLK C ROYAL GARDENS SUB DIV 1 LOT 36","","3%","N","035","Natalie Vied",""
"23008711","None","612","Alexander","A","I5","2023-09-22","","2023-09-22","","26","26","69000.00","59000.00","","","1040.00","3","1","0","76+ Years","68x162","Residential","DS","","0 - 0.5","","ListWithFreedom.com (l001308)","Kurt Clements","","Jeanerette","LA","70544","","Iberia","","1-50 X 100 ITEM 3 SOLDUE, ALEXANDER ST, GRIFFIN, GREEN IMP (612 ALEXANDER ST) ITEM 2 ACQ: MARVIN COLAR ETAL- 2022 (5395","","2.75%","N","22","",""
"23009336","None","719","Bayou Tortue","A","H","2023-10-14","","2023-10-14","","4","4","915000.00","915000.00","","","4700.00","4","4","","76+ Years","2.927 AC","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Deborah Pierce","","Broussard","LA","70518","","Lafayette","","E PART TRS 2 3 SEC 91 T10S R5E (2.927 AC)","","3%","N","0","",""
"23008782","Lexington Hgts","104","Kilbourne","A","B","2023-09-25","","2023-10-11","","7","7","295000.00","295000.00","","","2218.00","3","2","1","31 - 40 Years","125 x 150","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Kellie Frey Kinsland","","Carencro","LA","70520","","Lafayette","","LOT 43 LEXINGTON HTS SUB PHASE I (125X150)","","3%-150","N","43","",""
"23005909","Beau Soleil","12406","Beau Soleil","A","V2","2023-07-03","","2023-07-07","","103","103","312500.00","312500.00","","","2121.00","4","3","","11 - 15 Years","As per plat","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Abbeville","LA","70510","","Vermilion","","LOT 15 BEAU SOLEIL S/D PHASE I (.334 AC)","","3% -$150","N","15","",""
"23004159","Avery Meadows","102","Judice","A","K","2023-05-15","","2023-05-15","","156","156","221115.00","221100.00","","","1495.00","3","2","","New","50x120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Duson","LA","70529","","Lafayette","","Avery Meadows - Located in Sect.14; T10S,R3E Lafayette Parish, Louisiana","","3%","N","59","",""
"23007361","Domingue","305","Thelma","A","G3","2023-08-12","","2023-09-05","","49","49","90000.00","90000.00","","","849.00","2","1","","51 - 75 Years","50X115","Residential","DS","","0 - 0.5","","Hargroder Real Estate Group (l001199)","Victoria Hargroder Emrick","","Lafayette","LA","70506","","Lafayette","","P OF LOT 9 BLK 2 DOMINGUE SUBDIVISION","","3%  - $150","N","9","",""
"21008310","Broussard","768","Saint Louis","A","G3","2021-09-08","","2021-10-08","","740","740","225000.00","225000.00","","","870.00","2","1","","51 - 75 Years","53X125","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Tyler Albrecht","","Lafayette","LA","70506","","Lafayette","","LOT 18 BLK 1 BROUSSARD SUB  (53X125)","","3% - $150","N","18","",""
